"零","零 ０ 〇 ゼロ n:  (See 零・れい) zero/nought/(P)
零 ０ 〇 れい n:  zero/nought/(P)"
"納まる","納まる 収まる おさまる v5r vi:    to fit into (a box, frame, category, etc.)/to be contained within/to fall within (e.g. a budget)/  to settle down (into)/to be installed (in one's rightful place)/to be returned (to one's original position)/  (esp. 納まる) to settle into (one's position)/to take up (a post)/to occupy (a role)/  (納まる only) to be delivered/to be paid (e.g. taxes)/  (収まる only) (See 治まる・1) to be settled (dispute, conflict, etc.)/to be sorted/to subside (e.g. wind)/to calm down/to abate/  to be satisfied (e.g. with an answer)/to consent/to agree/(P)"
"収める","収める 納める おさめる v1 vt:    to dedicate/to make an offering/to pay (fees)/  to supply/  to store/  to finish/to bring to a close/  to restore (something to its place)/  to achieve (e.g. a result)/(P)"
"納める","納める 収める おさめる v1 vt:    to dedicate/to make an offering/to pay (fees)/  to supply/  to store/  to finish/to bring to a close/  to restore (something to its place)/  to achieve (e.g. a result)/(P)"
"収穫","収穫  しゅうかく n vs:    harvest/crop/ingathering/  fruits (of one's labors)/gain/result/returns/(P)"
"収支","収支  しゅうし n:  income and expenditure/(P)"
"収拾","収拾  しゅうしゅう n vs:  control/bringing under control/settling (a matter)/putting in order/(P)"
"収集","収集 蒐集 蒐輯 拾集 しゅうしゅう n vs:    collecting/accumulating/gathering/  collection (of art, stamps, insects, etc.)/  garbage collection/waste collection/(P)"
"収入","収入  しゅうにゅう n:  income/receipts/revenue/(P)"
"収納","収納  しゅうのう n vs:    storage/putting or stowing away/  receipt (of funds, payment, etc.)/  harvesting/(P)"
"収容","収容  しゅうよう n vs:    accommodation/reception/housing/  seating/  custody (e.g. awaiting deportation)/internment/  admission/hospitalization/  entering (e.g. in dictionary)/(P)"
"周り","周り  まわり n:    (See 回り・まわり・1) circumference/girth/  surroundings/neighbourhood/neighborhood/vicinity/(P)"
"周囲","周囲  しゅうい n adj-no:    surroundings/environs/  circumference/(P)"
"周期","周期  しゅうき n:  cycle/period/(P)"
"周年","周年  しゅうねん n:    whole year/entire year/(n-suf)   n-th year anniversary/(P)"
"周辺","周辺  しゅうへん n:    circumference/outskirts/environs/around/in the area of/in the vicinity of/  {comp} (computer) peripheral/(P)"
"宗教","宗教  しゅうきょう n:    religion/religious affiliation/belief/faith/creed/  religious activity/(P)"
"宗派","宗派  しゅうは n adj-no:  sect/denomination/(P)"
"就く","就く 即く つく v5k vi:    (就く only) (See 付く・つく・1) to take (seat, position, course, office, etc.)/to assume/to be hired/to be employed/  to ascend (the throne)/to accede/  (就く only) to start (on a journey)/to commence/to depart/  (就く only) to study (under teacher)/to be an apprentice/(P)"
"就職","就職  しゅうしょく n vs:  finding employment/getting a job/(P)"
"就任","就任  しゅうにん n vs:  assumption (of office)/taking up (a post)/inauguration/installation/(P)"
"州","州 洲 しゅう n n-suf:    (See 県・けん) state (US, Australia, India, Germany, etc.)/province (e.g. Canada)/canton (e.g. Switzerland)/oblast (e.g. Russia)/department (e.g. ancient China)/  continent/(suf)   (arch) (after someone's name) dear/(P)
州 洲 す n:  sandbank/sandbar"
"修める","修める  おさめる v1 vt:    to study/to complete (a course)/to cultivate/to master/  to order (one's life)/  to repair (a fault one has committed)/(P)"
"修学旅行","修学旅行  しゅうがくりょこう n:  excursion/field trip/school trip/(P)"
"修業","修業  しゅうぎょう しゅぎょう n vs:  pursuit of knowledge/studying/learning/training/completing a course/(P)"
"修行","修行  しゅぎょう すぎょう n vs:    {Buddh} ascetic practices/  training/practice/discipline/study/(P)"
"修士","修士  しゅうし n adj-no:  master's (academic degree)/(P)"
"修辞学","修辞学  しゅうじがく n:  rhetoric"
"修正","修正  しゅうせい n vs:  amendment/correction/revision/modification/alteration/retouching/update/fix/(P)"
"修繕","修繕  しゅうぜん n vs:  repair/mending/(P)"
"修理","修理  しゅうり しゅり すり n vs:  repair/mending/fixing/servicing/(P)"
"修了","修了  しゅうりょう n vs:  completion (of a course)/(P)"
"拾う","拾う  ひろう v5u vt:  to pick up/to find/to gather/(P)"
"拾得","拾得  しゅうとく n vs:  finding (lost property)/picking up/(P)"
"秀でる","秀でる  ひいでる v1 vi:  to excel/to surpass/(P)"
"秀逸","秀逸  しゅういつ adj-na n:  excellent/superb/first-rate/(P)"
"秀才","秀才  しゅうさい n adj-no:  bright person/talented student/prodigy/(P)"
"秋風","秋風  あきかぜ しゅうふう n:  autumn breeze/fall breeze/(P)"
"秋分","秋分  しゅうぶん n:  (See 二十四節気) autumnal equinox/autumn equinox/fall equinox/(P)"
"終える","終える 了える 卒える おえる v1 vt aux-v:    (終える, 了える only) to finish/(v1,vt)   to graduate/(P)"
"終わり","終わり 終 終り おわり n:  the end/(P)"
"終わる","終わる 卒わる 竟わる 畢わる 了わる 終る おわる v5r vi aux-v:  (also written 了る, 卒る, etc.) to finish/to end/to close/(P)"
"終始","終始  しゅうし n:    beginning and end/(n,vs)   doing something from beginning to end/being unchanged from beginning to end/(adv)   from beginning to end/the whole time/throughout/consistently/(P)"
"終止符","終止符  しゅうしふ n:    full stop/period/  (See 終止符を打つ) end/(P)"
"終身","終身  しゅうしん n adj-no:  the whole life/(P)"
"終身刑","終身刑  しゅうしんけい n:  life imprisonment/life sentence"
"終戦","終戦  しゅうせん n:  end of war/cessation of hostilities/(P)"
"終着駅","終着駅  しゅうちゃくえき n:  terminal station/(P)"
"終点","終点  しゅうてん n:  terminus/last stop (e.g. train)/(P)"
"終電","終電  しゅうでん n:  last train/(P)"
"終了","終了  しゅうりょう n vs:  end/close/termination/(P)"
"習う","習う  ならう v5u vt:  to take lessons in/to be taught/to learn (from a teacher)/to study (under a teacher)/to get training in/(P)"
"習慣","習慣  しゅうかん n:    habit/  (social) custom/practice/convention/(P)"
"習得","習得 修得 しゅうとく n vs:  learning/acquisition (of a skill, knowledge, etc.)/(P)"
"臭い","臭い  くさい adj-i:    stinking/smelly/  suspicious/fishy/  clumsy/unskilled/(suf,adj-i)   smelling of/  looking like/appearing like/smacking of/-ish/(P)
臭い 匂 匂い におい n:    (臭い usu. has a negative connotation) odour/odor/scent/smell/stench/  aura/whiff/smacks of .../sense/flavour/flavor/(P)"
"衆議院","衆議院  しゅうぎいん n:  House of Representatives (lower house of the National Diet of Japan)/(P)"
"襲う","襲う  おそう v5u vt:    to attack/to assail/to make an assault/to strike/to hunt down/  to succeed (someone in a post, role, etc.)/  to make a sudden visit/(P)"
"襲撃","襲撃  しゅうげき n vs:  attack/charge/raid/(P)"
"蹴る","蹴る  ける v5r vt:    (orig. ichidan verb) to kick/  to refuse/to reject/  to stamp (on the ground)/to firmly press one's feet (against something)/(P)"
"週","週  しゅう n n-suf:  week/(P)"
"週刊","週刊  しゅうかん n adj-no:  weekly publication/(P)"
"週刊誌","週刊誌  しゅうかんし n:  (See 週刊雑誌) weekly publication/weekly magazine/(P)"
"週休","週休  しゅうきゅう n:  weekly holiday/(P)"
"週末","週末  しゅうまつ n-adv n:  weekend/(P)"
"集まり","集まり 集り あつまり n:  gathering/meeting/assembly/collection/attendance/(P)"
"集まる","集まる 集る あつまる v5r vi:  to gather/to collect/to assemble/(P)"
"集る","集る 集まる あつまる v5r vi:  to gather/to collect/to assemble/(P)
集る  たかる v5r vi:    (uk) to gather/to crowd round/to swarm/to flock/  (uk) to sponge (off someone)/to scrounge/to pester (someone for something)/to bum/to cadge/  (uk) to extort/to take (money) through intimidation/(P)"
"集める","集める  あつめる v1 vt:  to collect/to assemble/to gather/(P)"
"集会","集会  しゅうかい n vs:  meeting/assembly/gathering/congregation/convention/rally/(P)"
"集金","集金  しゅうきん n vs:  money collection/(P)"
"集合","集合  しゅうごう n vs adj-no:    gathering/assembly/meeting/  {math} set/(P)"
"集団","集団  しゅうだん n:  group/mass/(P)"
"集中","集中  しゅうちゅう n vs:    concentration/focusing/convergence/centralization/integration/gathering together/(n)   within a collection of works/(P)"
"集落","集落 聚落 しゅうらく じゅらく n:    settlement/village/community/town/  (しゅうらく only) {biol} (bacterial) colony/(P)"
"醜い","醜い 見憎い みにくい adj-i:    ugly/unattractive/  (See 醜い争い) unsightly/unseemly/(P)"
"醜悪","醜悪  しゅうあく adj-na n:  ugly/unsightly/hideous/mean/repulsive/disgraceful/(P)"
"醜態","醜態 醜体 しゅうたい n:  disgraceful behavior/disgraceful behaviour/shameful sight/(P)"
"住まい","住まい 住い 住居 すまい n:    (See 住居・じゅうきょ) dwelling/house/residence/address/(n-suf,n)   (pronounced ずまい as a suffix) living/life/(P)"
"住居","住居 住い 住まい すまい n:    (See 住居・じゅうきょ) dwelling/house/residence/address/(n-suf,n)   (pronounced ずまい as a suffix) living/life/(P)
住居  じゅうきょ n vs:  dwelling/house/residence/address/(P)"
"住む","住む  すむ v5m vi:  (See 棲む) to live (of humans)/to reside/to inhabit/to dwell/to abide/(P)"
"住所","住所 住処 じゅうしょ n:  address (e.g. of house)/residence/domicile/(P)"
"住人","住人  じゅうにん n:    dweller/inhabitant/resident/  (col) user (of a website)/(P)"
"住宅","住宅  じゅうたく n:  residence/housing/residential building/(P)"
"住宅地","住宅地  じゅうたくち n:  housing district/residential district/(P)"
"住民","住民  じゅうみん n:  inhabitant/resident/citizen/population/(P)"
"充実","充実  じゅうじつ n vs:    fullness/completion/perfection/substantiality/  enhancement/improvement/enrichment/upgrading/  replenishment/repletion/(P)"
"充電","充電  じゅうでん n vs:    charging (electrically)/  electrification/(P)"
"十","十  シー num:  ten (chi: shí)
十 １０ 一〇 拾 じゅう とお と num:    (拾 is used in legal documents) ten/(n)   (とお only) ten years of age/(P)"
"十一","十一  といち トイチ n:    (uk) type of illegal loan charging 10% interest every 10 days/  (See できやく) hand in hanafuda consisting of 1 point cards and one single 10 point card
十一 １１ じゅういち ジュウイチ num:    (じゅういち only) eleven/11/(n)   jack (playing card)/  (uk) (ateji derived from its call) Hodgson's hawk-cuckoo (Cuculus fugax)/Horsfield's hawk cuckoo/(P)"
"十九","十九 １９ じゅうきゅう num:  19/nineteen/(P)"
"十五","十五 １５ じゅうご num:  15/fifteen/(P)"
"十三","十三 １３ じゅうさん num:    thirteen/13/(n)   king (playing card)/(P)"
"十四","十四 １４ じゅうし じゅうよん num:  14/fourteen/(P)"
"十字","十字  じゅうじ adj-no n:  cross/crossed/cruciform/(P)"
"十字架","十字架  じゅうじか n:  cross (for crucifixion)/the Cross (of Christ)/(P)"
"十字路","十字路  じゅうじろ n:  crossroads/intersection/(P)"
"十七","十七 １７ じゅうしち じゅうなな num:  17/seventeen/(P)"
"十二","十二 １２ じゅうに num:    twelve/12/(n)   queen (playing card)/(P)"
"十日","十日 １０日 とおか n:    tenth day of the month/  ten days/(P)"
"十八","十八 １８ じゅうはち num:  18/eighteen/(P)"
"十六","十六 １６ じゅうろく num:  16/sixteen/(P)"
"従う","従う 隨う 順う 遵う 從う 随う したがう v5u vi:    to obey (an order, law, etc.)/to abide by (a rule, custom, etc.)/to follow/to observe/to conform to/to yield to/  to follow (a person)/to accompany/to go with/  to go alongside (e.g. a river)/to follow (e.g. a sign)/  to serve (as)/to engage in (work)/(P)"
"従える","従える 随える したがえる v1 vt:    to be accompanied by/to be attended by/to take along (someone)/  to conquer/to subjugate/to subdue/(P)"
"従業員","従業員  じゅうぎょういん n:  employee/worker/(P)"
"従兄弟","従兄弟  いとこ じゅうけいてい n:  (uk) (See 従姉妹) cousin (male)/(P)"
"従事","従事  じゅうじ n vs:  engaging in (work)/pursuing (e.g. studies)/following (a profession)/being involved in/(P)"
"従順","従順 柔順 じゅうじゅん adj-na n:  obedient/gentle/meek/submissive/docile"
"従属","従属  じゅうぞく n vs adj-no:  subordination/dependency/(P)"
"従来","従来  じゅうらい n-adv n-t:    up to now/so far/(adj-no)   traditional/conventional/usual/existing/(P)"
"柔らか","柔らか 軟らか やわらか adj-na n:  soft/tender/limp/subdued (colour or light) (color)/gentle/meek/(P)"
"柔らかい","柔らかい 軟らかい 柔かい やわらかい adj-i:    soft/tender/pliant/supple/limber/limp/  gentle/mild/mellow/  informal/light/flexible (e.g. thinking)/(P)"
"柔道","柔道  じゅうどう n:  judo/(P)"
"柔軟","柔軟  じゅうなん adj-na n:  flexible/lithe/soft/pliable/(P)"
"柔和","柔和  にゅうわ adj-na n:  gentle/mild/meek/tender/(P)"
"汁","汁 液 しる つゆ n n-suf:    juice/sap/  soup/broth/(n)   (つゆ only) (dipping) sauce/(P)"
"汁物","汁物  しるもの n:  soup"
"渋々","渋々 渋渋 しぶしぶ adv adv-to:  (uk) reluctantly/unwillingly"
"渋い","渋い 澁い しぶい adj-i:    astringent/bitter/puckery/rough/harsh/tart/  austere/elegant (and unobtrusive)/refined/quiet (and simple)/sober/sombre/subdued/tasteful (in a quiet way)/understated/  sour (look)/glum/grim/sullen/sulky/  stingy/tight-fisted/(P)"
"渋る","渋る  しぶる v5r:    to hesitate/to hold back/to balk/to falter/  to be reluctant/to be unwilling/to begrudge/  to have loose painful bowel movement/to suffer from tenesmus/(P)"
"渋滞","渋滞  じゅうたい n vs:  congestion (e.g. traffic)/delay/stagnation/(P)"
"獣","獣  けもの けだもの じゅう ケダモノ n:  beast/brute/animal/(P)
獣 猪 鹿 しし n:    (arch) beast (esp. one used for its meat, such as a boar or a deer)/  (abbr) (See 獣狩り) hunting (of animals such as boar, deer, etc.)"
"獣医","獣医  じゅうい n:  veterinarian/veterinary surgeon/vet/(P)"
"獣類","獣類  じゅうるい n adj-no:  beasts/mammals"
"縦","縦 竪 経 たて n:    the vertical/height/  front-to-back/length/  north-to-south/(n,adj-no)   vertical (relationship)/hierarchy/(n)   (See 経糸・たていと) (weaving) warp/(P)
縦 縦し よし adv:  (uk) even if
縦 恣 擅 肆 ほしいまま adj-na:  (uk) selfish/self-indulgent/arbitrary"
"縦横","縦横  じゅうおう たてよこ n:    length and width/length and breadth/lengthwise and crosswise/longitude and latitude/vertical and horizontal/  (じゅうおう only) four cardinal points/every direction/  (じゅうおう only) as one wishes/as one pleases/at will/  (たてよこ only) (See 経緯・たてよこ・3) warp and weft/warp and woof/(P)"
"縦書き","縦書き 縦書 たてがき n:  (See 横書き) writing vertically/vertical writing/(P)"
"縦書","縦書 縦書き たてがき n:  (See 横書き) writing vertically/vertical writing/(P)"
"重い","重い  おもい adj-i:    (ant: 軽い・1) heavy/weighty/  heavy (feeling)/depressed/gloomy/blue/uneasy/  slow/sluggish/lumbering/ponderous/clumsy/  important (position, responsibility, etc.)/serious/grave/  serious (punishment, illness, etc.)/severe/critical/  solid/established/dignified/sensible/(P)"
"重さ","重さ  おもさ n:  (See 軽さ) weight/(P)"
"重たい","重たい  おもたい adj-i:    heavy/weighty/  heavy (feeling, atmosphere, etc.)/serious/gloomy/depressing/(P)"
"重ねる","重ねる  かさねる v1 vt:    to pile up/to heap up/to stack up/to put on top of another/  to repeat many times over/to go through repeatedly/to accumulate/(P)"
"重み","重み 重味 おもみ n:    weight/  weight (e.g. of someone's words)/burden/grandeur/dignity/  importance/significance/(P)"
"重んじる","重んじる  おもんじる v1 vt:  to respect/to honor/to honour/to esteem/to prize/(P)"
"重んずる","重んずる  おもんずる vz vt:  (See 重んじる) to honor/to honour/to respect/to esteem/to prize/(P)"
"重工業","重工業  じゅうこうぎょう n:  heavy industry/(P)"
"重視","重視  じゅうし n vs:  regarding as important/attaching importance to/taking a serious view of/putting emphasis on/(P)"
"重傷","重傷 重手 じゅうしょう おもで n:  serious wound/serious injury/(P)"
"重症","重症  じゅうしょう n adj-no:  (See 軽症) serious illness/(P)"
"重心","重心  じゅうしん n:    centre of gravity (center)/  centroid/barycenter/  (one's) balance/(P)"
"重体","重体 重態 じゅうたい n:  serious condition/critical condition/(P)"
"重大","重大  じゅうだい adj-na n:  serious/important/significant/grave/weighty/(P)"
"重鎮","重鎮  じゅうちん n:  leader/authority/mainstay/(P)"
"重点","重点  じゅうてん n:    important point/emphasis/stress/importance/priority/  (See 踊り字) iteration mark/  (See コロン・1) colon (punctuation)/(P)"
"重複","重複  ちょうふく じゅうふく n vs adj-no:  duplication/repetition/overlapping/redundancy/restoration/(P)"
"重宝","重宝  ちょうほう じゅうほう adj-na n:    (ちょうほう only) convenient/useful/handy/helpful/(n,vs)   (ちょうほう only) finding useful/coming in handy/using often/(n)   (priceless) treasure/(P)"
"重役","重役  じゅうやく おもやく n:    (じゅうやく only) (company) director/executive/top management/  important post/role with heavy responsibilities/(P)"
"重要","重要  じゅうよう adj-na n:  important/momentous/essential/principal/major/(P)"
"重量","重量  じゅうりょう n adj-no:    weight/  heavyweight boxer/(P)"
"重力","重力  じゅうりょく n:  {physics} gravity/gravitation/gravitational pull/(P)"
"銃","銃 砲 じゅう n:  gun/rifle/small arms/(P)"
"銃殺","銃殺  じゅうさつ n vs:  death by shooting/(P)"
"銃弾","銃弾  じゅうだん n:  bullet (from a rifle)/(P)"
"伯母","伯母 叔母 おば はくぼ しゅくぼ n:  (伯母 or 叔母 can mean older or younger than one's parent) (See 伯父・おじ) aunt/(P)"
"宿","宿 夙 守宮 守公 しゅく n:  outcasts common around the Kyoto region from the Kamakura period to the Edo period
宿  しゅく n ctr:    lodging/(n)   (See 宿場) relay station/post town/  (See 二十八宿) constellation/mansion (in Chinese astronomy)
宿  やど n:    lodging/inn/hotel/  house/home/dwelling/  home of a servant's parents (or guarantor, etc.)/(P)"
"宿屋","宿屋  やどや n:  inn/(P)"
"宿題","宿題  しゅくだい n:    homework/assignment/  pending issue/unresolved problem/open question/(P)"
"宿泊","宿泊  しゅくはく n vs:  accommodation/lodging/(P)"
"宿命","宿命  しゅくめい n:  fate/destiny/predestination/(P)"
"淑やか","淑やか  しとやか adj-na:  (uk) graceful/ladylike/modest/gentle/polite/quiet/well-mannered/refined (behavior)/(P)"
"祝い","祝い 祝 斎 いわい ゆわい n:  (See お祝い) congratulation/congratulations/celebration/festival/congratulatory gift/(P)"
"祝う","祝う 斎う いわう v5u vt:    to celebrate/to congratulate/to observe (a festival)/  to present (a gift) in celebration/to drink in celebration/  to wish for (a happy future, good fortune, etc.)/to pray for/(P)"
"祝儀","祝儀  しゅうぎ n:    celebration/celebratory event/wedding ceremony/  congratulatory gift/  tip/gratuity/(P)"
"祝電","祝電  しゅくでん n:  congratulatory telegram/(P)"
"祝日","祝日  しゅくじつ n adj-no:  national holiday/public holiday/(P)"
"祝福","祝福  しゅくふく n vs adj-no:  blessing/(P)"
"縮まる","縮まる  ちぢまる v5r vi:  to shorten/to narrow/to close/to shrink/(P)"
"縮み","縮み  ちぢみ n:    shrinkage/(n,adj-no)   cotton crepe/(P)"
"縮む","縮む  ちぢむ ちじむ v5m vi:  to shrink/to contract/to diminish (in size)/(P)"
"縮める","縮める  ちぢめる v1 vt:    to shorten/to reduce/to condense/to shrink/  to crumple (fabric)/to wrinkle/  to make (one's body) smaller/to draw in (one's legs)/to duck (one's head)/(P)"
"縮れる","縮れる  ちぢれる v1 vi:  to be wavy/to be curled/to be frizzled/(P)"
"縮小","縮小  しゅくしょう n vs adj-no:  reduction/curtailment/(P)"
"塾","塾  じゅく n:  cram school/private tutoring school/juku/(P)"
"塾生","塾生  じゅくせい n:  private-school student/(P)"
"熟れる","熟れる  うれる v1 vi:  to ripen (fruit, grain, etc.)/to become ripe
熟れる  こなれる v1 vi:    (uk) to be digested/  (uk) to master (a skill)/to be proficient/to be accomplished/to be well developed/  (uk) to mature (e.g. personality)/to mellow/  (uk) to mature (foodstuff)/to be properly aged
熟れる  なれる v1 vi:    to mature (esp. by fermentation)/to ripen (e.g. wine, cheese)/to be properly aged/to become seasoned/  (arch) to rot"
"熟語","熟語  じゅくご n:    {ling} kanji compound/  idiom/idiomatic phrase/(P)"
"出","出  しゅつ n:    coming out/emerging/  being born into (a certain family)/being a native of (a particular place)
出  で n n-suf:    coming out/going out/outflow/efflux/rising (of the Sun or the Moon)/  attending (work)/appearing (on stage)/one's turn to go on/  start/beginning/  origins/background/person (or item) originating from .../graduate of .../native of .../member of ... (lineage)/  architectural member that projects outward/  highest point of the stern of a ship/  (uk) (usu. after the -masu stem of a verb as 〜出がある or 〜出がない, etc.) amount (comprising something)/amount of time or effort required to do something/(P)"
"出かける","出かける 出掛ける でかける v1 vi:    to go out (e.g. on an excursion or outing)/to leave/to depart/to start/to set out/  to be about to leave/to be just going out/(P)"
"出掛ける","出掛ける 出かける でかける v1 vi:    to go out (e.g. on an excursion or outing)/to leave/to depart/to start/to set out/  to be about to leave/to be just going out/(P)"
"出す","出す  だす v5s vt:    to take out/to get out/  to put out/to reveal/to show/  to submit (e.g. thesis)/to turn in/  (See あぶり出す・あぶりだす) to publish/to make public/  (See 手紙を出す) to send (e.g. letter)/  (See 声を出す) to produce (a sound)/to start (fire)/  to serve (food)/(suf,v5s)   (after the -masu stem of a verb) (See 飛び出す・とびだす・1) ... out (e.g. to jump out, to carry out)/  (after the -masu stem of a verb) (See 歌いだす・うたいだす) to begin .../to start to .../to burst into .../(P)"
"出る","出る  でる v1 vi:    (ant: 入る・はいる・1) to leave/to exit/to go out/to come out/to get out/  to leave (on a journey)/to depart/to start out/to set out/  to move forward/  to come to/to get to/to lead to/to reach/  to appear/to come out/to emerge/to surface/to come forth/to turn up/to be found/to be detected/to be discovered/to be exposed/to show/to be exhibited/to be on display/  to appear (in print)/to be published/to be announced/to be issued/to be listed/to come out/  to attend/to participate/to take part/to enter (an event)/to play in/to perform/  to be stated/to be expressed/to come up/to be brought up/to be raised/  to sell/  to exceed/to go over/  to stick out/to protrude/  to break out/to occur/to start/to originate/  to be produced/  to come from/to be derived from/  to be given/to get/to receive/to be offered/to be provided/to be presented/to be submitted/to be handed in/to be turned in/to be paid/  to answer (phone, door, etc.)/to get/  to assume (an attitude)/to act/to behave/  to pick up (speed, etc.)/to gain/  to flow (e.g. tears)/to run/to bleed/  to graduate/(P)"
"出演","出演  しゅつえん n vs:  performance/appearance (in a stage, film, TV show, etc.)/(P)"
"出荷","出荷  しゅっか n vs:  shipping/shipment/forwarding/(P)"
"出会う","出会う 出遭う 出あう 出逢う 出合う であう v5u vi:    (出遭う usu. has a negative connotation) to meet (by chance)/to come across/to run across/to encounter/to happen upon/  (出会う, 出合う only) (esp. 出合う) to meet (e.g. of rivers, highways, etc.)/  (出会う, 出合う only) (often used imperatively as 出会え) to emerge and engage (an enemy)/(P)"
"出願","出願  しゅつがん n vs:  (See 応募) application/(P)"
"出勤","出勤  しゅっきん n vs:  (See 退勤) going to work/leaving for work/attendance (at work)/being at work/presence (in the office)/reporting for work/(P)"
"出迎え","出迎え  でむかえ n:  meeting/reception/(P)"
"出欠","出欠  しゅっけつ n:  presence or absence/attendance (e.g. when taking a rollcall)/(P)"
"出血","出血  しゅっけつ n vs:    bleeding/haemorrhage/hemorrhage/  bleeding money/red ink/selling below cost/(P)"
"出現","出現  しゅつげん n vs:  appearance/arrival/make one's appearance/(P)"
"出口","出口  でぐち n:    (See 入り口) exit/gateway/way out/  outlet/vent/leak/(P)"
"出国","出国  しゅっこく しゅつごく n vs:  departure from a country/(P)"
"出獄","出獄  しゅつごく n vs:  release (from prison)/(P)"
"出産","出産  しゅっさん n vs:    childbirth/(giving) birth/delivery/parturition/confinement/  production (of goods)/(P)"
"出所","出所 出処 出どころ しゅっしょ でどころ でどこ n:    origin/source/authority/  (しゅっしょ only) birthplace/(n,vs)   (しゅっしょ only) release (discharge) from prison/(n)   (でどころ, でどこ only) exit/point of departure/  (でどころ, でどこ only) time to take action/(P)"
"出場","出場  しゅつじょう n vs:    (stage) appearance/performance/  participation (e.g. in a tournament)/(P)
出場  でば n:    one's time (e.g. to go on stage)/one's turn/  source/origin/place of production"
"出身","出身  しゅっしん n adj-no:  person's origin (e.g. city, country, parentage, school)/(P)"
"出世","出世  しゅっせ n vs:  success in life/getting ahead/successful career/promotion/climbing the corporate ladder/eminence/(P)"
"出生","出生  しゅっしょう しゅっせい n vs adj-no:  birth/(P)"
"出席","出席  しゅっせき n:    attendance/presence/appearance/(vs)   to attend/to be present/to appear/(P)"
"出前","出前  でまえ n vs:  home delivery (of food)/outside catering/(P)"
"出足","出足  であし n:    turnout (of people)/  start (e.g. race, campaign, term of office)/  {sumo} constant forward movement/initial charge/dash/(P)"
"出題","出題  しゅつだい n vs:    setting a question (for an exam, quiz, etc.)/  setting a theme (for composition of poetry)/(P)"
"出鱈目","出鱈目  でたらめ デタラメ n adj-na:    (uk) nonsense/irresponsible remark/codswallop/hogwash/rubbish/(adj-na,n)   (uk) random/haphazard/unsystematic/(P)"
"出張","出張  しゅっちょう n vs:  business trip/official trip/(P)"
"出入り","出入り 出這入り でいり ではいり n vs:    going in and out/entering and exiting/(n,vs,adj-no)   visiting regularly/frequenting/having regular dealings with/(n)   income and expenditure/incomings and outgoings/  increase and decrease/surplus and deficit/fluctuation/  fight/trouble/quarrel/dispute/  indentations (e.g. of a coastline)/(P)"
"出入り口","出入り口 出入口 でいりぐち n:  exit and entrance/(P)"
"出納","出納  すいとう n vs:  receipts and expenditure (disbursements)/(P)"
"出発","出発  しゅっぱつ n vs:  departure/(P)"
"出版","出版 出板 しゅっぱん n vs:  publication/(P)"
"出版社","出版社 出版者 しゅっぱんしゃ n:  publisher/publishing house/publishing company/(P)"
"出品","出品  しゅっぴん n vs:  exhibiting/showing/putting on display/putting up for sale/entering (a work into a competition)/submitting/(P)"
"出没","出没  しゅつぼつ n vs:  making frequent appearances/appearing often/appearing and disappearing/(P)"
"出来る","出来る 出來る 出きる できる v1 vi:    (uk) to be able (in a position) to do/to be up to the task/  (uk) to be ready/to be completed/  (uk) to be made/to be built/  (uk) to be good at/to be permitted (to do)/  (uk) to become intimate/to take up (with somebody)/  (uk) to grow/to be raised/  (uk) to become pregnant/(P)"
"出来事","出来事 出来ごと できごと できこと n:  incident/affair/happening/event/(P)"
"出来上がり","出来上がり でき上がり 出来上り できあがり n:    completion/finish/  workmanship/result/outcome/(P)"
"出来上がる","出来上がる でき上がる 出来あがる 出来上る できあがる v5r vi:    to be completed/to be finished/to be ready (e.g. to serve or eat)/  to be very drunk/(P)"
"出力","出力  しゅつりょく n vs:  output (electrical, signal, etc.)/(P)"
"術語","術語  じゅつご n adj-no:  technical term/terminology/nomenclature/(P)"
"述べる","述べる 陳べる 宣べる のべる v1 vt:  to state/to express/to mention/(P)"
"俊才","俊才 儁才 駿才 しゅんさい n:  prodigy/talented person/person of exceptional talent/genius"
"春","春  はる n-adv n-t:    spring/springtime/  New Year/  prime (of one's life, etc.)/  adolescence/puberty/  sexuality/(P)"
"春夏秋冬","春夏秋冬  しゅんかしゅうとう n-adv n-t:  (yoji) spring, summer, autumn (fall) and winter/the four seasons/(P)"
"春巻き","春巻き 春巻 はるまき n:  {food} spring roll"
"春休み","春休み 春休 はるやすみ n:  spring break/spring vacation/(P)"
"春分","春分  しゅんぶん n:  (See 二十四節気) vernal equinox/spring equinox/(P)"
"瞬き","瞬き  まばたき またたき まだたき めばたき n vs:    blink (of eyes)/wink/  (またたき, まだたき only) twinkling (of stars)/flicker (of light)/blink (of light)"
"瞬く","瞬く  またたく まばたく まだたく v5k vi:    (またたく is sometimes used transitively) to blink (one's eyes)/to wink/to bat/  to twinkle (e.g. stars)/to flicker/to waver/(P)
瞬く 屡叩く 屢叩く しばたたく しばたく しばだたく v5k vt:  to blink (one's eyes)/to wink/to bat/(P)
瞬く 目叩く めたたく めばたく v4k vi:  (arch) to blink (one's eyes)/to wink/to bat"
"瞬間","瞬間  しゅんかん n-adv n-t:  moment/second/instant/(P)"
"瞬時","瞬時  しゅんじ n-adv n-t:  moment/instant/(P)"
"循環","循環  じゅんかん n vs adj-no:  circulation/rotation/cycle/loop/(P)"
"循環器","循環器  じゅんかんき n:  circulatory organ/(P)"
